code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result
8,2014J,960,M,South East Region,A Level or Equivalent,70-80%,0-35,0,60,Y,Withdrawn
3,2014J,381,F,South East Region,HE Qualification,80-90%,0-35,0,120,N,Withdrawn
9,2014J,500,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,120,N,Withdrawn
4,2014J,923,F,South Region,HE Qualification,90-100%,0-35,0,60,N,Pass
8,2014J,884,M,North Region,A Level or Equivalent,60-70%,0-35,0,120,N,Pass
2,2014J,609,M,South West Region,HE Qualification,70-80%,0-35,0,60,N,Withdrawn
9,2014J,496,M,Yorkshire Region,A Level or Equivalent,80-90%,0-35,0,240,N,Withdrawn
2,2014J,282,M,Scotland,HE Qualification,80-90%,0-35,0,120,N,Withdrawn
3,2014J,261,M,South East Region,HE Qualification,70-80%,0-35,0,60,N,Pass
7,2014J,964,M,Wales,A Level or Equivalent,80-90%,0-35,0,60,N,Fail
1,2014J,473,M,North Region,HE Qualification,,0-35,0,120,N,Pass
4,2014J,325,M,Yorkshire Region,HE Qualification,20-30%,0-35,0,120,N,Pass
7,2014J,900,F,Ireland,Lower Than A Level,,0-35,0,60,N,Pass
2,2014J,516,M,South Region,HE Qualification,60-70%,0-35,0,60,N,Withdrawn
5,2014J,310,F,South Region,Lower Than A Level,50-60%,55<=,1,60,N,Withdrawn
8,2014J,292,M,South West Region,A Level or Equivalent,60-70%,55<=,0,60,N,Fail
4,2014J,241,F,South Region,A Level or Equivalent,90-100%,55<=,0,60,N,Pass
0,2014J,457,M,Wales,Lower Than A Level,0-10%,35-55,0,60,N,Pass
7,2014J,769,F,South Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass
9,2014J,897,M,South West Region,HE Qualification,70-80%,55<=,0,60,N,Withdrawn
0,2014J,808,M,South West Region,HE Qualification,80-90%,35-55,0,60,N,Pass
3,2014J,988,M,London Region,HE Qualification,80-90%,55<=,0,60,N,Pass
0,2014J,388,M,Yorkshire Region,A Level or Equivalent,20-30%,35-55,1,60,N,Pass
5,2014J,552,F,South Region,A Level or Equivalent,90-100%,55<=,0,60,N,Withdrawn
6,2014J,313,M,South West Region,A Level or Equivalent,90-100%,35-55,1,60,N,Withdrawn
3,2014J,693,F,East Anglian Region,HE Qualification,40-50%,35-55,0,120,N,Withdrawn
2,2014J,970,M,East Midlands Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass
4,2014J,606,F,East Anglian Region,Lower Than A Level,40-50%,35-55,1,60,Y,Pass
3,2014J,346,F,West Midlands Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass
7,2014J,672,M,Wales,A Level or Equivalent,50-60%,35-55,0,60,N,Pass
1,2014J,884,F,East Midlands Region,A Level or Equivalent,60-70%,35-55,0,60,N,Distinction
2,2014J,308,F,East Midlands Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass
0,2014J,394,M,South East Region,A Level or Equivalent,60-70%,35-55,0,60,N,Distinction
6,2014J,700,M,London Region,HE Qualification,80-90%,55<=,0,60,N,Withdrawn
9,2014J,398,F,Scotland,A Level or Equivalent,40-50%,35-55,0,60,N,Withdrawn
5,2014J,522,F,South East Region,Lower Than A Level,60-70%,35-55,0,60,N,Withdrawn
9,2014J,317,M,South Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass
0,2014J,362,M,South East Region,Lower Than A Level,50-60%,35-55,0,90,N,Pass
9,2014J,744,F,North Western Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass
4,2014J,295,M,London Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass
3,2014J,861,M,Scotland,A Level or Equivalent,60-70%,35-55,0,60,N,Pass
3,2014J,489,F,Scotland,HE Qualification,20-30%,35-55,0,120,N,Fail
1,2014J,266,F,Yorkshire Region,Lower Than A Level,30-40%,35-55,0,60,N,Withdrawn
2,2014J,822,M,London Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass
3,2014J,190,F,South East Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass
6,2014J,465,F,South Region,A Level or Equivalent,70-80%,35-55,0,60,Y,Pass
0,2014J,168,M,West Midlands Region,Lower Than A Level,0-10%,35-55,1,120,N,Pass
8,2014J,695,M,South East Region,Lower Than A Level,40-50%,35-55,0,60,N,Pass
3,2014J,110,F,Scotland,A Level or Equivalent,80-90%,0-35,0,60,N,Pass
7,2014J,207,M,North Western Region,HE Qualification,40-50%,35-55,0,120,N,Fail
6,2014J,687,M,London Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass
2,2014J,941,F,London Region,Lower Than A Level,30-40%,35-55,1,60,N,Fail
1,2014J,333,F,North Region,HE Qualification,40-50%,35-55,0,60,N,Pass
0,2014J,511,M,Scotland,A Level or Equivalent,70-80%,35-55,0,60,N,Pass
2,2014J,886,M,London Region,A Level or Equivalent,50-60%,35-55,1,60,N,Pass
5,2014J,896,F,East Midlands Region,Lower Than A Level,40-50%,35-55,0,90,N,Pass
7,2014J,617,F,Ireland,A Level or Equivalent,40-50%,35-55,0,60,N,Withdrawn
5,2014J,799,F,South West Region,Lower Than A Level,30-40%,35-55,0,120,N,Withdrawn
7,2014J,186,F,South West Region,Lower Than A Level,20-Oct,0-35,0,60,N,Pass
6,2014J,880,M,South West Region,Lower Than A Level,50-60%,35-55,0,60,N,Withdrawn
4,2014J,866,F,West Midlands Region,Lower Than A Level,50-60%,0-35,0,120,N,Fail
8,2014J,804,M,South West Region,Lower Than A Level,20-30%,35-55,0,60,N,Pass
6,2014J,935,M,North Western Region,A Level or Equivalent,20-30%,35-55,0,60,N,Distinction
2,2014J,265,F,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn
2,2014J,238,F,West Midlands Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass
8,2014J,413,F,West Midlands Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass
2,2014J,379,M,London Region,A Level or Equivalent,30-40%,35-55,0,360,N,Withdrawn
8,2014J,141,M,Wales,A Level or Equivalent,90-100%,35-55,1,60,N,Pass
4,2014J,853,M,London Region,Lower Than A Level,40-50%,35-55,0,60,N,Pass
7,2014J,463,M,East Midlands Region,A Level or Equivalent,80-90%,35-55,0,120,N,Pass
7,2014J,856,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,1,60,N,Pass
4,2014J,838,F,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,N,Distinction
6,2014J,982,M,South East Region,HE Qualification,20-30%,0-35,1,240,N,Withdrawn
4,2014J,628,M,London Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass
4,2014J,194,F,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,60,Y,Pass
8,2014J,978,F,East Midlands Region,Lower Than A Level,20-30%,35-55,0,60,N,Pass
0,2014J,932,M,East Anglian Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass
6,2014J,510,F,South West Region,Lower Than A Level,40-50%,35-55,0,60,N,Fail
6,2014J,645,M,Scotland,HE Qualification,40-50%,0-35,0,60,N,Pass
9,2014J,517,M,London Region,A Level or Equivalent,20-Oct,35-55,1,60,Y,Fail
2,2014J,747,F,East Anglian Region,HE Qualification,70-80%,35-55,0,60,N,Pass
1,2014J,378,M,North Western Region,A Level or Equivalent,20-Oct,0-35,0,60,N,Pass
4,2014J,460,F,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,Fail
6,2014J,697,M,West Midlands Region,HE Qualification,0-10%,0-35,0,60,N,Pass
3,2014J,867,F,Scotland,HE Qualification,50-60%,55<=,1,60,N,Fail
4,2014J,649,F,South East Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass
3,2014J,936,F,Scotland,A Level or Equivalent,0-10%,35-55,1,60,N,Withdrawn
5,2014J,763,M,Yorkshire Region,HE Qualification,70-80%,0-35,0,60,N,Pass
0,2014J,702,F,North Western Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass
8,2014J,899,F,North Western Region,A Level or Equivalent,90-100%,35-55,0,60,N,Withdrawn
1,2014J,421,M,West Midlands Region,A Level or Equivalent,80-90%,0-35,0,90,N,Pass
2,2014J,537,M,West Midlands Region,A Level or Equivalent,50-60%,35-55,0,60,N,Distinction
5,2014J,462,F,East Anglian Region,Lower Than A Level,90-100%,35-55,0,60,N,Pass
3,2014J,177,F,South Region,A Level or Equivalent,50-60%,35-55,0,60,Y,Pass
8,2014J,809,F,South West Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass
0,2014J,712,F,East Midlands Region,HE Qualification,70-80%,35-55,0,60,N,Withdrawn
1,2014J,837,M,Scotland,HE Qualification,80-90%,55<=,0,60,N,Withdrawn
4,2014J,865,F,South East Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass
7,2014J,495,M,South East Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn
0,2014J,330,M,South Region,A Level or Equivalent,90-100%,0-35,1,60,N,Pass
8,2014J,642,F,South West Region,HE Qualification,60-70%,35-55,0,60,N,Fail
3,2014J,594,M,North Western Region,A Level or Equivalent,70-80%,35-55,1,60,N,Fail
4,2014J,405,M,North Region,Lower Than A Level,20-30%,35-55,0,120,N,Pass
0,2014J,683,F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,60,N,Pass
4,2014J,459,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,120,N,Pass
8,2014J,906,F,East Midlands Region,Lower Than A Level,60-70%,35-55,0,60,N,Fail
6,2014J,321,M,South West Region,A Level or Equivalent,50-60%,55<=,0,60,N,Pass
1,2014J,294,M,West Midlands Region,HE Qualification,70-80%,35-55,0,60,N,Pass
8,2014J,456,F,North Western Region,Lower Than A Level,20-30%,35-55,0,120,N,Fail
3,2014J,146,M,North Region,A Level or Equivalent,60-70%,0-35,0,60,N,Fail
1,2014J,303,F,London Region,A Level or Equivalent,80-90%,0-35,0,60,N,Fail
7,2014J,811,F,East Midlands Region,Lower Than A Level,90-100%,35-55,0,210,N,Withdrawn
1,2014J,376,M,South West Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass
1,2014J,384,F,Yorkshire Region,A Level or Equivalent,20-30%,35-55,0,90,N,Pass
7,2014J,166,F,East Midlands Region,Lower Than A Level,80-90%,35-55,0,60,N,Distinction
4,2014J,694,F,South East Region,A Level or Equivalent,20-30%,35-55,0,60,N,Pass
6,2014J,313,M,West Midlands Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass
5,2014J,448,F,East Anglian Region,Lower Than A Level,90-100%,35-55,1,60,N,Pass
1,2014J,107,M,North Western Region,A Level or Equivalent,20-Oct,35-55,0,90,N,Pass
8,2014J,990,M,Scotland,HE Qualification,90-100%,55<=,0,60,N,Pass
5,2014J,498,M,Yorkshire Region,Lower Than A Level,40-50%,35-55,0,60,N,Pass
0,2014J,584,F,North Western Region,A Level or Equivalent,90-100%,35-55,0,120,N,Withdrawn
4,2014J,155,M,North Western Region,Lower Than A Level,0-10%,35-55,0,120,N,Pass
3,2014J,808,F,South Region,A Level or Equivalent,70-80%,35-55,0,180,Y,Fail
1,2013B,330,F,East Anglian Region,Lower Than A Level,20-30%,0-35,2,60,N,Fail
7,2013B,581,F,East Anglian Region,Lower Than A Level,20-30%,0-35,0,120,N,Pass
2,2013B,150,M,Scotland,Lower Than A Level,0-10%,0-35,2,120,Y,Withdrawn
2,2013B,621,M,South Region,Lower Than A Level,60-70%,0-35,0,120,N,Fail
7,2013B,736,M,North Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass
7,2013B,723,F,London Region,A Level or Equivalent,20-Oct,0-35,1,60,N,Withdrawn
6,2013B,172,F,Ireland,A Level or Equivalent,0-10%,35-55,2,120,N,Pass
1,2013B,233,M,Scotland,A Level or Equivalent,70-80%,35-55,0,120,Y,Fail
9,2013B,325,F,Yorkshire Region,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn
5,2013B,100,M,West Midlands Region,A Level or Equivalent,20-Oct,35-55,1,60,N,Withdrawn
1,2013B,732,F,East Midlands Region,Lower Than A Level,20-Oct,0-35,1,150,N,Withdrawn
5,2013B,917,F,London Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass
8,2013B,272,F,East Anglian Region,Lower Than A Level,30-40%,0-35,0,60,N,Fail
7,2013B,865,F,Scotland,Lower Than A Level,50-60%,0-35,0,120,N,Distinction
7,2013B,164,F,Scotland,Lower Than A Level,0-10%,0-35,0,60,Y,Fail
7,2013B,718,F,East Midlands Region,Lower Than A Level,50-60%,35-55,0,60,N,Withdrawn
9,2013B,128,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,2,90,N,Fail
0,2013B,519,F,North Western Region,A Level or Equivalent,20-30%,0-35,0,60,N,Fail
9,2013B,234,F,South East Region,HE Qualification,70-80%,35-55,0,240,N,Distinction
4,2013B,847,F,North Western Region,A Level or Equivalent,50-60%,0-35,1,150,N,Fail
8,2013B,745,M,South East Region,A Level or Equivalent,60-70%,35-55,0,60,N,Withdrawn
6,2013B,827,F,North Region,Lower Than A Level,40-50%,0-35,0,90,N,Distinction
2,2013B,405,F,North Western Region,Lower Than A Level,0-10%,0-35,0,180,N,Pass
2,2013B,206,F,East Anglian Region,Lower Than A Level,60-70%,35-55,0,60,N,Pass
8,2013B,817,F,East Anglian Region,Lower Than A Level,40-50%,0-35,0,60,N,Fail
5,2013B,912,F,London Region,Lower Than A Level,20-30%,35-55,4,120,Y,Fail
4,2013B,498,F,Wales,Lower Than A Level,20-30%,0-35,0,180,N,Pass
8,2013B,395,F,East Anglian Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass
2,2013B,247,F,London Region,HE Qualification,20-Oct,35-55,0,60,N,Pass
0,2013B,311,M,Wales,A Level or Equivalent,50-60%,0-35,0,120,N,Distinction
2,2013B,695,F,North Western Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass
5,2013B,141,F,Wales,HE Qualification,50-60%,35-55,0,60,N,Withdrawn
3,2013B,360,F,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,180,N,Withdrawn
5,2013B,987,M,East Midlands Region,A Level or Equivalent,30-40%,35-55,0,75,N,Pass
7,2013B,825,F,London Region,Lower Than A Level,20-Oct,0-35,0,60,N,Withdrawn
3,2013B,805,F,Yorkshire Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass
3,2013B,147,F,East Anglian Region,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn
9,2013B,170,F,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass
2,2013B,956,F,Wales,HE Qualification,20-Oct,35-55,0,120,N,Distinction
2,2013B,783,F,East Anglian Region,Lower Than A Level,20-Oct,0-35,3,135,N,Pass
1,2013B,931,F,South Region,Lower Than A Level,80-90%,0-35,1,60,N,Fail
8,2013B,583,F,South Region,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn
6,2013B,915,F,North Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass
6,2013B,903,F,Scotland,HE Qualification,30-40%,35-55,0,60,N,Pass
9,2013B,245,F,East Anglian Region,A Level or Equivalent,20-30%,35-55,0,180,N,Withdrawn
7,2013B,244,F,South East Region,Lower Than A Level,90-100%,35-55,0,120,N,Distinction
8,2013B,511,F,South Region,Lower Than A Level,30-40%,35-55,0,120,Y,Pass
7,2013B,895,F,Ireland,A Level or Equivalent,70-80%,0-35,0,60,N,Pass
7,2013B,948,F,Wales,HE Qualification,60-70%,0-35,0,120,N,Distinction
0,2013B,181,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass
5,2013B,694,F,Scotland,HE Qualification,20-30%,35-55,0,60,N,Distinction
1,2013B,460,M,London Region,A Level or Equivalent,40-50%,35-55,0,60,N,Fail
0,2013B,938,F,London Region,Lower Than A Level,30-40%,35-55,0,70,Y,Fail
3,2013B,644,F,Wales,Lower Than A Level,20-30%,0-35,2,120,N,Fail
6,2013B,685,F,East Midlands Region,A Level or Equivalent,70-80%,0-35,1,180,N,Withdrawn
3,2013B,997,F,East Anglian Region,A Level or Equivalent,70-80%,35-55,0,60,Y,Pass
6,2013B,405,F,Scotland,A Level or Equivalent,20-Oct,35-55,1,60,N,Pass
5,2013B,426,F,West Midlands Region,Lower Than A Level,0-10%,0-35,2,60,Y,Fail
0,2013B,136,F,Scotland,A Level or Equivalent,40-50%,0-35,1,180,Y,Withdrawn
7,2013B,859,F,Yorkshire Region,Lower Than A Level,40-50%,35-55,1,120,N,Withdrawn
3,2013B,248,F,Yorkshire Region,HE Qualification,50-60%,35-55,0,60,N,Pass
6,2013B,157,F,Wales,Lower Than A Level,30-40%,0-35,0,60,N,Fail
4,2013B,805,F,Scotland,Lower Than A Level,0-10%,35-55,0,70,N,Fail
3,2013B,719,F,East Midlands Region,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn
6,2013B,476,F,East Anglian Region,Lower Than A Level,30-40%,35-55,0,60,N,Fail
0,2013B,302,F,London Region,A Level or Equivalent,50-60%,0-35,0,120,Y,Distinction
1,2013B,687,F,West Midlands Region,Lower Than A Level,20-Oct,35-55,0,60,N,Withdrawn
2,2013B,258,M,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass
1,2013B,339,M,South West Region,A Level or Equivalent,30-40%,0-35,0,60,N,Fail
1,2013B,937,F,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,Y,Pass
8,2013B,449,F,East Anglian Region,Lower Than A Level,40-50%,0-35,1,60,N,Withdrawn
8,2013B,829,M,West Midlands Region,A Level or Equivalent,,0-35,0,60,N,Pass
6,2013B,782,F,North Western Region,Lower Than A Level,20-Oct,35-55,0,60,N,Pass
3,2013B,301,F,South West Region,Lower Than A Level,40-50%,35-55,1,120,N,Distinction
6,2013B,399,F,West Midlands Region,Lower Than A Level,0-10%,0-35,1,120,N,Withdrawn
6,2013B,516,F,South East Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass
6,2013B,495,F,Yorkshire Region,A Level or Equivalent,50-60%,0-35,0,60,N,Fail
8,2013B,161,F,North Western Region,HE Qualification,50-60%,0-35,0,60,N,Pass
0,2013B,485,F,West Midlands Region,Lower Than A Level,0-10%,0-35,1,60,N,Withdrawn
6,2013B,383,F,London Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass
9,2013B,393,F,North Western Region,Lower Than A Level,0-10%,0-35,1,60,N,Fail
4,2013B,653,M,Wales,A Level or Equivalent,50-60%,35-55,0,60,N,Pass
7,2013B,375,F,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn
8,2013B,488,F,East Anglian Region,Lower Than A Level,20-30%,35-55,0,120,N,Withdrawn
0,2013B,240,F,West Midlands Region,Lower Than A Level,60-70%,0-35,2,120,N,Fail
2,2013B,842,F,London Region,A Level or Equivalent,20-Oct,0-35,0,60,N,Fail
7,2013B,706,F,North Western Region,Lower Than A Level,40-50%,0-35,1,60,N,Fail
6,2013B,951,F,Ireland,A Level or Equivalent,80-90%,0-35,1,270,N,Withdrawn
7,2013B,521,F,Wales,Lower Than A Level,20-Oct,0-35,1,150,N,Withdrawn
8,2013B,389,F,South West Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn
6,2013B,290,F,East Anglian Region,Lower Than A Level,0-10%,35-55,2,120,N,Pass
0,2013B,667,F,South West Region,A Level or Equivalent,80-90%,35-55,1,225,Y,Fail
1,2013B,358,F,West Midlands Region,Lower Than A Level,40-50%,35-55,1,120,N,Withdrawn
8,2013B,475,F,Scotland,Lower Than A Level,30-40%,35-55,2,60,N,Pass
5,2013B,643,F,Yorkshire Region,HE Qualification,40-50%,35-55,1,60,N,Fail
4,2013B,325,F,North Western Region,A Level or Equivalent,20-Oct,35-55,2,120,Y,Withdrawn
7,2013B,402,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,2,60,N,Fail
7,2013B,387,F,North Western Region,Lower Than A Level,20-Oct,35-55,1,120,Y,Fail
1,2013B,281,M,South East Region,Lower Than A Level,50-60%,0-35,0,120,N,Distinction
3,2013B,308,M,Wales,A Level or Equivalent,70-80%,35-55,0,120,N,Pass
4,2013B,337,F,Wales,Lower Than A Level,20-Oct,35-55,0,60,Y,Pass
6,2013B,835,F,London Region,HE Qualification,30-40%,35-55,0,60,N,Pass
8,2013B,660,M,Yorkshire Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass
3,2013B,745,F,Scotland,HE Qualification,40-50%,0-35,0,60,N,Pass
6,2013B,254,F,South West Region,A Level or Equivalent,40-50%,0-35,1,60,N,Withdrawn
5,2013B,351,F,London Region,HE Qualification,0-10%,0-35,1,60,N,Fail
3,2013B,758,F,South West Region,A Level or Equivalent,60-70%,0-35,1,120,N,Fail
3,2013B,164,F,West Midlands Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass
9,2013B,141,F,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,180,Y,Fail
2,2013B,524,F,London Region,A Level or Equivalent,0-10%,0-35,0,120,N,Distinction
9,2013B,962,F,Scotland,Lower Than A Level,20-Oct,35-55,1,60,N,Fail
2,2013B,352,M,Wales,A Level or Equivalent,70-80%,35-55,0,60,N,Fail
1,2013B,691,F,South East Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass
1,2013B,785,F,South Region,Lower Than A Level,60-70%,35-55,0,60,N,Withdrawn
1,2013B,547,F,Yorkshire Region,A Level or Equivalent,30-40%,35-55,1,120,N,Withdrawn
7,2013B,343,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,N,Distinction
7,2013B,418,F,West Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,Distinction
2,2013B,955,F,East Anglian Region,A Level or Equivalent,0-10%,0-35,2,585,N,Withdrawn
6,2013B,616,F,North Western Region,Lower Than A Level,20-Oct,0-35,2,60,N,Withdrawn
7,2013B,500,F,Wales,Lower Than A Level,80-90%,0-35,0,60,N,Pass
0,2013B,934,F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,180,Y,Withdrawn
7,2013B,369,F,North Western Region,Lower Than A Level,40-50%,0-35,1,60,Y,Fail
3,2013B,335,M,North Region,A Level or Equivalent,0-10%,0-35,0,60,N,Fail
7,2013B,199,F,North Western Region,A Level or Equivalent,20-30%,0-35,1,60,N,Fail
3,2013B,966,F,North Western Region,Lower Than A Level,0-10%,0-35,0,180,N,Withdrawn
9,2013B,297,F,North Western Region,Lower Than A Level,20-Oct,35-55,1,60,N,Fail
7,2013B,308,M,South East Region,Lower Than A Level,70-80%,0-35,0,60,N,Fail
4,2013B,642,F,Yorkshire Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass
9,2013B,118,F,East Midlands Region,A Level or Equivalent,20-30%,35-55,0,60,N,Pass
6,2013B,771,F,Scotland,Lower Than A Level,20-Oct,0-35,0,60,N,Pass
6,2013B,824,F,Scotland,A Level or Equivalent,80-90%,0-35,2,120,Y,Fail
3,2013B,428,F,London Region,A Level or Equivalent,50-60%,35-55,0,120,N,Withdrawn
9,2013B,633,F,North Region,A Level or Equivalent,40-50%,0-35,1,60,N,Withdrawn
5,2013B,472,F,West Midlands Region,Lower Than A Level,90-100%,0-35,0,60,N,Pass
7,2013B,829,F,London Region,Lower Than A Level,50-60%,35-55,2,60,N,Pass
1,2013B,312,F,East Anglian Region,Lower Than A Level,50-60%,35-55,0,150,Y,Withdrawn
8,2013B,464,F,South Region,A Level or Equivalent,40-50%,0-35,1,180,N,Withdrawn
4,2013B,411,M,East Midlands Region,Lower Than A Level,40-50%,0-35,1,120,N,Withdrawn
6,2013B,295,F,North Western Region,Lower Than A Level,0-10%,0-35,2,60,Y,Withdrawn
4,2013B,450,F,South Region,A Level or Equivalent,40-50%,0-35,1,120,Y,Fail
5,2013B,813,F,North Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass
6,2013B,411,F,Ireland,Lower Than A Level,40-50%,35-55,0,325,N,Pass
5,2013B,297,F,South West Region,Lower Than A Level,30-40%,0-35,1,120,N,Withdrawn
8,2013B,378,F,North Western Region,Lower Than A Level,80-90%,35-55,1,60,N,Withdrawn
0,2013B,396,F,North Western Region,Lower Than A Level,20-Oct,0-35,2,120,N,Withdrawn
0,2013B,359,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,1,120,N,Pass
3,2013B,954,F,Ireland,Lower Than A Level,20-30%,35-55,0,120,N,Fail
5,2013B,294,F,Yorkshire Region,Lower Than A Level,20-30%,0-35,1,180,N,Withdrawn
6,2013B,616,F,South Region,A Level or Equivalent,90-100%,0-35,2,60,N,Withdrawn
7,2013B,496,F,South West Region,Lower Than A Level,20-Oct,0-35,0,60,N,Fail
0,2013B,812,F,North Region,A Level or Equivalent,20-30%,0-35,1,60,N,Pass
6,2013B,574,F,Ireland,Lower Than A Level,80-90%,35-55,3,60,N,Pass
4,2013B,249,F,South West Region,Lower Than A Level,30-40%,35-55,0,120,N,Pass
2,2013B,510,F,South East Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass
5,2013B,305,M,London Region,Lower Than A Level,0-10%,35-55,0,60,N,Fail
3,2013B,830,F,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,120,N,Distinction
3,2013B,821,F,Scotland,HE Qualification,30-40%,0-35,1,60,Y,Pass
3,2013B,208,F,South East Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass
0,2013B,708,F,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,180,N,Fail
0,2013B,808,F,Wales,Lower Than A Level,20-Oct,0-35,0,60,N,Pass
4,2013B,990,F,South Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass
3,2013B,763,F,West Midlands Region,HE Qualification,20-30%,0-35,1,120,Y,Fail
4,2013B,188,F,Wales,HE Qualification,50-60%,35-55,0,90,N,Pass
9,2013B,736,F,South West Region,Lower Than A Level,50-60%,0-35,3,120,Y,Fail
4,2013B,814,M,West Midlands Region,HE Qualification,40-50%,35-55,1,60,N,Withdrawn
8,2013B,137,F,Ireland,A Level or Equivalent,80-90%,0-35,0,120,N,Pass
2,2013B,554,F,West Midlands Region,Lower Than A Level,20-Oct,35-55,0,120,N,Pass
6,2013B,463,F,East Anglian Region,Lower Than A Level,30-40%,0-35,0,90,N,Pass
3,2013B,195,F,South West Region,Lower Than A Level,0-10%,0-35,0,150,N,Withdrawn
1,2013B,143,M,East Midlands Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn
8,2013B,984,F,South Region,Lower Than A Level,80-90%,0-35,0,60,N,Fail
0,2013B,918,F,London Region,A Level or Equivalent,20-Oct,0-35,2,300,N,Pass
1,2013B,323,M,Wales,A Level or Equivalent,90-100%,0-35,0,60,N,Withdrawn
6,2013B,858,F,Scotland,A Level or Equivalent,90-100%,0-35,0,120,N,Pass
6,2013B,443,F,East Midlands Region,A Level or Equivalent,20-30%,35-55,3,180,Y,Withdrawn
5,2013B,404,F,North Region,A Level or Equivalent,20-Oct,0-35,1,60,N,Pass
2,2013B,618,F,East Anglian Region,HE Qualification,30-40%,35-55,1,120,N,Pass
8,2013B,342,F,North Region,A Level or Equivalent,70-80%,0-35,2,130,N,Pass
7,2013B,598,F,South Region,A Level or Equivalent,40-50%,35-55,1,60,Y,Withdrawn
9,2013B,700,M,South Region,Lower Than A Level,40-50%,35-55,1,180,N,Withdrawn
8,2013B,333,F,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn
9,2013B,136,F,South Region,Lower Than A Level,90-100%,0-35,0,150,N,Pass
1,2013B,640,M,North Region,Lower Than A Level,20-30%,35-55,3,60,N,Withdrawn
9,2013B,585,F,London Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass
5,2013B,646,M,South East Region,Lower Than A Level,90-100%,35-55,3,195,N,Pass
